id,line,time,source,dest,type
HR_1298,HR,1:18 pm,Mumbai CSMT,1:05 pm,SLOW
HR_1299,HR,1:30 pm,Mumbai CSMT,1:17 pm,SLOW
HR_1300,HR,1:42 pm,Mumbai CSMT,1:29 pm,SLOW
HR_1301,HR,1:50 pm,Mumbai CSMT,1:37 pm,SLOW
HR_1302,HR,1:58 pm,Mumbai CSMT,1:45 pm,SLOW
HR_1303,HR,2:06 pm,Mumbai CSMT,1:53 pm,SLOW
HR_1304,HR,2:10 pm,Mumbai CSMT,1:57 pm,SLOW
HR_1305,HR,2:18 pm,Mumbai CSMT,2:05 pm,SLOW
HR_1306,HR,2:22 pm,Mumbai CSMT,2:09 pm,SLOW
HR_1307,HR,2:34 pm,Mumbai CSMT,2:21 pm,SLOW
HR_1308,HR,2:46 pm,Mumbai CSMT,2:33 pm,SLOW
HR_1309,HR,2:50 pm,Mumbai CSMT,2:37 pm,SLOW
HR_1310,HR,2:54 pm,Mumbai CSMT,2:41 pm,SLOW
HR_1311,HR,3:02 pm,Mumbai CSMT,2:49 pm,SLOW
HR_1312,HR,3:06 pm,Mumbai CSMT,2:53 pm,SLOW
HR_1313,HR,3:14 pm,Mumbai CSMT,3:01 pm,SLOW
HR_1314,HR,3:18 pm,Mumbai CSMT,3:05 pm,SLOW
HR_1315,HR,3:28 pm,Mumbai CSMT,3:15 pm,SLOW
HR_1316,HR,3:33 pm,Mumbai CSMT,3:20 pm,SLOW
HR_1317,HR,3:42 pm,Mumbai CSMT,3:29 pm,SLOW
HR_1318,HR,3:48 pm,Mumbai CSMT,3:35 pm,SLOW
HR_1319,HR,3:57 pm,Mumbai CSMT,3:44 pm,SLOW
HR_1320,HR,4:01 pm,Mumbai CSMT,3:48 pm,SLOW
HR_1321,HR,4:09 pm,Mumbai CSMT,3:56 pm,SLOW
HR_1322,HR,4:13 pm,Mumbai CSMT,4:00 pm,SLOW
HR_1323,HR,4:17 pm,Mumbai CSMT,4:04 pm,SLOW
HR_1324,HR,4:21 pm,Mumbai CSMT,4:08 pm,SLOW
HR_1325,HR,4:29 pm,Mumbai CSMT,4:16 pm,SLOW
HR_1326,HR,4:36 pm,Mumbai CSMT,4:23 pm,SLOW
HR_1327,HR,4:40 pm,Mumbai CSMT,4:27 pm,SLOW
HR_1328,HR,4:45 pm,Mumbai CSMT,4:32 pm,SLOW
HR_1329,HR,4:52 pm,Mumbai CSMT,4:39 pm,SLOW
HR_1330,HR,4:56 pm,Mumbai CSMT,4:43 pm,SLOW
HR_1331,HR,5:00 pm,Mumbai CSMT,4:47 pm,SLOW
HR_1332,HR,5:04 pm,Mumbai CSMT,4:51 pm,SLOW
HR_1333,HR,5:12 pm,Mumbai CSMT,4:59 pm,SLOW
HR_1334,HR,5:16 pm,Mumbai CSMT,5:03 pm,SLOW
HR_1335,HR,5:21 pm,Mumbai CSMT,5:08 pm,SLOW
HR_1336,HR,5:25 pm,Mumbai CSMT,5:12 pm,SLOW
HR_1337,HR,5:33 pm,Mumbai CSMT,5:20 pm,SLOW
HR_1338,HR,5:37 pm,Mumbai CSMT,5:24 pm,SLOW
HR_1339,HR,5:43 pm,Mumbai CSMT,5:30 pm,SLOW
HR_1340,HR,5:48 pm,Mumbai CSMT,5:35 pm,SLOW
HR_1341,HR,5:52 pm,Mumbai CSMT,5:39 pm,SLOW
HR_1342,HR,6:02 pm,Mumbai CSMT,5:49 pm,SLOW
HR_1343,HR,6:07 pm,Mumbai CSMT,5:54 pm,SLOW
HR_1344,HR,6:11 pm,Mumbai CSMT,5:58 pm,SLOW
HR_1345,HR,6:15 pm,Mumbai CSMT,6:02 pm,SLOW
HR_1346,HR,6:21 pm,Mumbai CSMT,6:08 pm,SLOW
HR_1347,HR,6:28 pm,Mumbai CSMT,6:15 pm,SLOW
HR_1348,HR,6:36 pm,Mumbai CSMT,6:23 pm,SLOW
HR_1349,HR,6:40 pm,Mumbai CSMT,6:26 pm,SLOW
HR_1350,HR,6:44 pm,Mumbai CSMT,6:31 pm,SLOW
HR_1351,HR,6:48 pm,Mumbai CSMT,6:35 pm,SLOW
HR_1352,HR,6:57 pm,Mumbai CSMT,6:44 pm,SLOW
HR_1353,HR,7:07 pm,Mumbai CSMT,6:53 pm,SLOW
HR_1354,HR,7:11 pm,Mumbai CSMT,6:57 pm,SLOW
HR_1355,HR,7:15 pm,Mumbai CSMT,7:02 pm,SLOW
HR_1356,HR,7:21 pm,Mumbai CSMT,7:08 pm,SLOW
HR_1357,HR,7:25 pm,Mumbai CSMT,7:12 pm,SLOW
HR_1358,HR,7:39 pm,Mumbai CSMT,7:26 pm,SLOW
HR_1359,HR,7:43 pm,Mumbai CSMT,7:30 pm,SLOW
HR_1360,HR,7:47 pm,Mumbai CSMT,7:34 pm,SLOW
HR_1361,HR,7:57 pm,Mumbai CSMT,7:44 pm,SLOW
HR_1362,HR,8:08 pm,Mumbai CSMT,7:55 pm,SLOW
HR_1363,HR,8:12 pm,Mumbai CSMT,7:59 pm,SLOW
HR_1364,HR,8:21 pm,Mumbai CSMT,8:08 pm,SLOW
HR_1365,HR,8:25 pm,Mumbai CSMT,8:12 pm,SLOW
HR_1366,HR,8:35 pm,Mumbai CSMT,8:22 pm,SLOW
HR_1367,HR,8:39 pm,Mumbai CSMT,8:26 pm,SLOW
HR_1368,HR,8:45 pm,Mumbai CSMT,8:32 pm,SLOW
HR_1369,HR,8:49 pm,Mumbai CSMT,8:36 pm,SLOW
HR_1370,HR,8:58 pm,Mumbai CSMT,8:45 pm,SLOW
HR_1371,HR,9:02 pm,Mumbai CSMT,8:49 pm,SLOW
HR_1372,HR,9:11 pm,Mumbai CSMT,8:58 pm,SLOW
HR_1373,HR,9:16 pm,Mumbai CSMT,9:03 pm,SLOW
HR_1374,HR,9:25 pm,Mumbai CSMT,9:12 pm,SLOW
HR_1375,HR,9:30 pm,Mumbai CSMT,9:17 pm,SLOW
HR_1376,HR,9:39 pm,Mumbai CSMT,9:26 pm,SLOW
HR_1377,HR,9:43 pm,Mumbai CSMT,9:30 pm,SLOW
HR_1378,HR,9:47 pm,Mumbai CSMT,9:34 pm,SLOW
HR_1379,HR,9:57 pm,Mumbai CSMT,9:44 pm,SLOW
HR_1380,HR,10:10 pm,Mumbai CSMT,9:57 pm,SLOW
HR_1381,HR,10:20 pm,Mumbai CSMT,10:07 pm,SLOW
HR_1382,HR,10:30 pm,Mumbai CSMT,10:17 pm,SLOW
HR_1383,HR,10:40 pm,Mumbai CSMT,10:27 pm,SLOW
HR_1384,HR,10:48 pm,Mumbai CSMT,10:35 pm,SLOW
HR_1385,HR,10:57 pm,Mumbai CSMT,10:44 pm,SLOW
HR_1386,HR,11:12 pm,Mumbai CSMT,10:59 pm,SLOW
HR_1387,HR,11:28 pm,Mumbai CSMT,11:15 pm,SLOW
HR_1388,HR,11:42 pm,Mumbai CSMT,11:29 pm,SLOW
HR_1389,HR,12:06 am,Mumbai CSMT,11:53 pm,SLOW
